"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Brunei","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Brunei","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","43.7",""
"Brunei","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","43.7",""
"Brunei","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Brunei","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Brunei","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Brunei","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","43.9",""
"Brunei","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Brunei","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","44.1",""
"Brunei","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","29.4",""
"Brunei","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","29.5",""
"Brunei","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","29.8",""
"Brunei","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","29.7",""
"Brunei","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","30.3",""
"Brunei","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","30.8",""
"Brunei","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","31.3",""
"Brunei","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","31.4",""
"Brunei","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","31.2",""
"Brunei","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","31.2",""
"Brunei","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","31.3",""
"Brunei","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","31.4",""
"Brunei","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","31.7",""
"Brunei","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","32.1",""
"Brunei","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","32.8",""
"Brunei","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","33.1",""
"Brunei","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Brunei","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","75.7",""
"Brunei","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","76.1",""
"Brunei","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","76.5",""
"Brunei","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","76.8",""
"Brunei","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","77.0",""
"Brunei","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","77.2",""
"Brunei","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","77.5",""
"Brunei","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","77.5",""
"Brunei","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","77.6",""
"Brunei","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","77.9",""
"Brunei","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","78.1",""
"Brunei","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","78.2",""
"Brunei","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","78.3",""
"Brunei","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","78.6",""
"Brunei","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","78.6",""
"Brunei","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Brunei","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","45.8",""
"Brunei","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","46.2",""
"Brunei","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","46.4",""
"Brunei","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Brunei","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","47.5",""
"Brunei","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","47.9",""
"Brunei","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Brunei","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","47.8",""
"Brunei","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","47.6",""
"Brunei","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","47.9",""
"Brunei","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","48.0",""
"Brunei","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","48.2",""
"Brunei","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","48.5",""
"Brunei","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","49.2",""
"Brunei","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","49.5",""
"Bulgaria","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","36.3",""
"Bulgaria","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","36.8",""
"Bulgaria","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","36.7",""
"Bulgaria","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","38.7",""
"Bulgaria","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","38.3",""
"Bulgaria","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","37.9",""
"Bulgaria","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","35.5",""
"Bulgaria","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","38.5",""
"Bulgaria","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","41.0",""
"Bulgaria","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","41.9",""
"Bulgaria","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","43.5",""
"Bulgaria","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","43.8",""
"Bulgaria","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","42.9",""
"Bulgaria","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","43.5",""
"Bulgaria","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","48.4",""
"Bulgaria","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","47.0",""
"Bulgaria","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","18.0",""
"Bulgaria","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","18.5",""
"Bulgaria","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","18.3",""
"Bulgaria","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","20.6",""
"Bulgaria","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","20.6",""
"Bulgaria","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","21.6",""
"Bulgaria","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","18.2",""
"Bulgaria","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","21.6",""
"Bulgaria","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","25.2",""
"Bulgaria","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","27.0",""
"Bulgaria","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","29.7",""
"Bulgaria","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","30.8",""
"Bulgaria","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","30.2",""
"Bulgaria","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","31.3",""
"Bulgaria","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","38.2",""
"Bulgaria","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","36.0",""
"Bulgaria","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","46.6",""
"Bulgaria","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","46.9",""
"Bulgaria","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","46.1",""
"Bulgaria","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","47.3",""
"Bulgaria","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","45.4",""
"Bulgaria","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","44.6",""
"Bulgaria","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","43.4",""
"Bulgaria","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","46.3",""
"Bulgaria","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","48.7",""
"Bulgaria","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","49.0",""
"Bulgaria","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","50.4",""
"Bulgaria","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","50.4",""
"Bulgaria","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","49.0",""
"Bulgaria","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","49.3",""
"Bulgaria","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","54.9",""
"Bulgaria","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","52.8",""
"Bulgaria","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","22.3",""
"Bulgaria","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","22.9",""
"Bulgaria","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","22.0",""
"Bulgaria","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","22.8",""
"Bulgaria","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","21.1",""
"Bulgaria","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","20.7",""
"Bulgaria","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","17.6",""
"Bulgaria","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","21.4",""
"Bulgaria","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","23.9",""
"Bulgaria","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","24.2",""
"Bulgaria","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","25.6",""
"Bulgaria","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","25.3",""
"Bulgaria","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","23.7",""
"Bulgaria","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","23.9",""
"Bulgaria","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","29.4",""
"Bulgaria","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","26.3",""
"Burkina Faso","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Burkina Faso","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","75.4",""
"Burkina Faso","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","75.3",""
"Burkina Faso","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","75.0",""
"Burkina Faso","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","75.1",""
"Burkina Faso","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","75.4",""
"Burkina Faso","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Burkina Faso","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Burkina Faso","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Burkina Faso","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","75.4",""
"Burkina Faso","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","75.5",""
"Burkina Faso","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","75.3",""
"Burkina Faso","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","75.1",""
"Burkina Faso","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","74.3",""
"Burkina Faso","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","74.0",""
"Burkina Faso","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","74.0",""
"Burkina Faso","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","68.9",""
"Burkina Faso","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","69.0",""
"Burkina Faso","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","69.0",""
"Burkina Faso","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","68.8",""
"Burkina Faso","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","69.3",""
"Burkina Faso","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","69.9",""
"Burkina Faso","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","70.2",""
"Burkina Faso","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","70.4",""
"Burkina Faso","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","70.7",""
"Burkina Faso","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","70.4",""
"Burkina Faso","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","70.8",""
"Burkina Faso","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","70.7",""
"Burkina Faso","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","70.4",""
"Burkina Faso","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","69.0",""
"Burkina Faso","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","68.8",""
"Burkina Faso","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","68.9",""
"Burkina Faso","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","87.7",""
"Burkina Faso","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","87.9",""
"Burkina Faso","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","88.0",""
"Burkina Faso","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","88.0",""
"Burkina Faso","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","88.2",""
"Burkina Faso","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","88.3",""
"Burkina Faso","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","88.4",""
"Burkina Faso","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","88.3",""
"Burkina Faso","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","88.6",""
"Burkina Faso","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","88.4",""
"Burkina Faso","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","88.7",""
"Burkina Faso","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","88.8",""
"Burkina Faso","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","88.8",""
"Burkina Faso","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","88.1",""
"Burkina Faso","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","88.2",""
"Burkina Faso","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","88.1",""
"Burkina Faso","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","77.7",""
"Burkina Faso","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","78.2",""
"Burkina Faso","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","78.5",""
"Burkina Faso","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","78.6",""
"Burkina Faso","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","79.2",""
"Burkina Faso","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","79.6",""
"Burkina Faso","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","80.0",""
"Burkina Faso","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","80.0",""
"Burkina Faso","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","80.5",""
"Burkina Faso","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","80.2",""
"Burkina Faso","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","80.8",""
"Burkina Faso","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","80.9",""
"Burkina Faso","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","80.9",""
"Burkina Faso","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","79.8",""
"Burkina Faso","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","79.8",""
"Burkina Faso","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","79.8",""
"Burundi","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","83.5",""
"Burundi","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","83.1",""
"Burundi","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","83.4",""
"Burundi","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","82.5",""
"Burundi","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","83.1",""
"Burundi","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","83.3",""
"Burundi","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","83.5",""
"Burundi","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","83.6",""
"Burundi","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","84.0",""
"Burundi","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","83.9",""
"Burundi","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","83.4",""
"Burundi","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","83.3",""
"Burundi","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","83.3",""
"Burundi","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","83.0",""
"Burundi","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","83.2",""
"Burundi","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","83.2",""
"Burundi","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","72.8",""
"Burundi","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","72.1",""
"Burundi","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","72.6",""
"Burundi","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","70.7",""
"Burundi","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","71.7",""
"Burundi","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","71.8",""
"Burundi","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","71.7",""
"Burundi","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","71.6",""
"Burundi","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","72.2",""
"Burundi","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","71.7",""
"Burundi","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","70.3",""
"Burundi","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","69.8",""
"Burundi","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","69.7",""
"Burundi","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","68.8",""
"Burundi","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","69.2",""
"Burundi","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","69.5",""
"Burundi","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","83.6",""
"Burundi","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","83.1",""
"Burundi","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","83.2",""
"Burundi","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","82.1",""
"Burundi","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","82.5",""
"Burundi","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","82.7",""
"Burundi","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","82.7",""
"Burundi","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","82.8",""
"Burundi","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","83.3",""
"Burundi","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","83.4",""
"Burundi","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","82.9",""
"Burundi","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","82.5",""
"Burundi","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","82.3",""
"Burundi","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","81.8",""
"Burundi","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","81.6",""
"Burundi","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","81.7",""
"Burundi","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","69.9",""
"Burundi","Male 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","69.0",""
"Burundi","Male 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","69.2",""
"Burundi","Male 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","67.0",""
"Burundi","Male 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","67.7",""
"Burundi","Male 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","67.8",""
"Burundi","Male 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","67.7",""
"Burundi","Male 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","67.5",""
"Burundi","Male 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","68.0",""
"Burundi","Male 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","67.6",""
"Burundi","Male 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","66.3",""
"Burundi","Male 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","65.4",""
"Burundi","Male 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","64.8",""
"Burundi","Male 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","63.7",""
"Burundi","Male 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","63.5",""
"Burundi","Male 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","63.7",""
"Cambodia","Female 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","73.2",""
"Cambodia","Female 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","73.4",""
"Cambodia","Female 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","73.4",""
"Cambodia","Female 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","73.2",""
"Cambodia","Female 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","73.5",""
"Cambodia","Female 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","73.7",""
"Cambodia","Female 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","73.3",""
"Cambodia","Female 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","73.6",""
"Cambodia","Female 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","73.8",""
"Cambodia","Female 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","72.9",""
"Cambodia","Female 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","73.1",""
"Cambodia","Female 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","74.2",""
"Cambodia","Female 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","74.7",""
"Cambodia","Female 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","74.9",""
"Cambodia","Female 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","75.0",""
"Cambodia","Female 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","75.3",""
"Cambodia","Female 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","66.7",""
"Cambodia","Female 15-24 yr","2005","ILO_KILM Database 5ed_2007","Percent","67.1",""
"Cambodia","Female 15-24 yr","2004","ILO_KILM Database 5ed_2007","Percent","67.0",""
"Cambodia","Female 15-24 yr","2003","ILO_KILM Database 5ed_2007","Percent","66.2",""
"Cambodia","Female 15-24 yr","2002","ILO_KILM Database 5ed_2007","Percent","66.4",""
"Cambodia","Female 15-24 yr","2001","ILO_KILM Database 5ed_2007","Percent","66.6",""
"Cambodia","Female 15-24 yr","2000","ILO_KILM Database 5ed_2007","Percent","65.6",""
"Cambodia","Female 15-24 yr","1999","ILO_KILM Database 5ed_2007","Percent","66.1",""
"Cambodia","Female 15-24 yr","1998","ILO_KILM Database 5ed_2007","Percent","67.0",""
"Cambodia","Female 15-24 yr","1997","ILO_KILM Database 5ed_2007","Percent","64.7",""
"Cambodia","Female 15-24 yr","1996","ILO_KILM Database 5ed_2007","Percent","65.2",""
"Cambodia","Female 15-24 yr","1995","ILO_KILM Database 5ed_2007","Percent","67.7",""
"Cambodia","Female 15-24 yr","1994","ILO_KILM Database 5ed_2007","Percent","68.9",""
"Cambodia","Female 15-24 yr","1993","ILO_KILM Database 5ed_2007","Percent","69.7",""
"Cambodia","Female 15-24 yr","1992","ILO_KILM Database 5ed_2007","Percent","70.1",""
"Cambodia","Female 15-24 yr","1991","ILO_KILM Database 5ed_2007","Percent","71.0",""
"Cambodia","Male 15+ yr","2006","ILO_KILM Database 5ed_2007","Percent","78.8",""
"Cambodia","Male 15+ yr","2005","ILO_KILM Database 5ed_2007","Percent","79.0",""
"Cambodia","Male 15+ yr","2004","ILO_KILM Database 5ed_2007","Percent","78.9",""
"Cambodia","Male 15+ yr","2003","ILO_KILM Database 5ed_2007","Percent","78.6",""
"Cambodia","Male 15+ yr","2002","ILO_KILM Database 5ed_2007","Percent","79.0",""
"Cambodia","Male 15+ yr","2001","ILO_KILM Database 5ed_2007","Percent","79.3",""
"Cambodia","Male 15+ yr","2000","ILO_KILM Database 5ed_2007","Percent","79.2",""
"Cambodia","Male 15+ yr","1999","ILO_KILM Database 5ed_2007","Percent","79.9",""
"Cambodia","Male 15+ yr","1998","ILO_KILM Database 5ed_2007","Percent","80.8",""
"Cambodia","Male 15+ yr","1997","ILO_KILM Database 5ed_2007","Percent","80.2",""
"Cambodia","Male 15+ yr","1996","ILO_KILM Database 5ed_2007","Percent","80.8",""
"Cambodia","Male 15+ yr","1995","ILO_KILM Database 5ed_2007","Percent","82.1",""
"Cambodia","Male 15+ yr","1994","ILO_KILM Database 5ed_2007","Percent","82.7",""
"Cambodia","Male 15+ yr","1993","ILO_KILM Database 5ed_2007","Percent","82.9",""
"Cambodia","Male 15+ yr","1992","ILO_KILM Database 5ed_2007","Percent","82.7",""
"Cambodia","Male 15+ yr","1991","ILO_KILM Database 5ed_2007","Percent","82.8",""
"Cambodia","Male 15-24 yr","2006","ILO_KILM Database 5ed_2007","Percent","59.6",""
